X1,name
440243,GOLGA6L22
5596,MAPK4
1850,DUSP8
57405,SPC25
64506,CPEB1
283796,GOLGA8IP
338651,KRTAP5-AS1
9727,RAB11FIP3
387264,KRTAP5-1
440021,KRTAP5-2
57818,G6PC2
387266,KRTAP5-3
387267,KRTAP5-4
101929738,AC023491.2
102724151,AC023491.2
6904,TBCD
439915,KRTAP5-5
387742,FAM99A
283767,GOLGA6L1
100132464,FAM99B
8647,ABCB11
100132979,GOLGA8DP
6650,CAPN15
3460,IFNGR2
146712,B3GNTL1
157697,ERICH1
8293,SERF1B
728492,SERF1B
401442,AC100797.2
757,TMEM50B
6606,SMN2
6607,SMN2
94104,PAXBP1
56245,C21orf62
284207,METRNL
54943,DNAJC28
2618,GART
127074,OR2T4
254879,OR2T6
8293,SERF1A
26696,OR2T1
64359,NXN
401992,OR2T2
29928,TIMM22
343173,OR2T3
401993,OR2T5
29,ABR
84916,UTP4
6606,SMN1
81490,PTDSS2
9651,PLCH2
80333,KCNIP4
4671,"NAIP"
6645,SNTB2
105374516,AC210756.1
6050,RNH1
84465,MEGF11
55229,PANK4
401289,LINC01624
285804,AL078605.2
28514,DLL1
5542,PRB1
84498,FAM120B
2966,GTF2H2
728340,GTF2H2
401164,LINC01060
91689,SMDT1
388585,HES5
4700,NDUFA6
8764,TNFRSF14
200958,MUC20
1564,CYP2D7
5689,PSMB1
3265,HRAS
1565,CYP2D6
107987478,CYP2D6
107987479,CYP2D6
4585,MUC4
8924,HERC2
100506688,AC116351.3
85409,NKD2
645202,AC138747.5
440023,KRTAP5-6
402778,IFITM10
100132565,GOLGA8F
115399,LRRC56
6942,TCF20
256329,LMNTD2
10723,SLC12A7
283768,GOLGA8G
127281,PRXL2B
692247,LMNTD2-AS1
8045,RASSF7
57661,PHRF1
124935,SLC43A2
79258,MMEL1
100132202,AC138749.7
5370,PMCHL2
284415,VSTM1
107987420,AC245931.1
107987434,AC245931.1
55814,BDP1
441864,TARM1
126014,OSCAR
8578,SCARF1
100287898,TTC34
4696,NDUFA3
29844,TFPT
26121,PRPF31
64087,MCCC2
3665,IRF7
4849,CNOT3
83547,RILP
219464,OR5T2
390154,OR5T3
390155,OR5T1
219469,OR8H1
219473,OR8K3
10594,PRPF8
390157,OR8K1
79165,LENG1
101927829,AC107622.1
147798,TMC4
219477,OR8J1
504189,OR8U8
504190,OR8U9
100131980,ZNF705G
1673,DEFB4B
100289462,DEFB4B
79143,MBOAT7
55894,DEFB103B
53841,CDHR5
10407,SPAG11B
79042,TSEN34
6203,RPS9
503618,DEFB104B
5987,TRIM27
11026,LILRA3
503841,DEFB106B
245908,DEFB105B
504180,DEFB105B
163223,ZNF676
245910,DEFB107B
503614,DEFB107B
282890,ZNF311
100131608,PRR23D1
100133251,PRR23D1
91746,YTHDC1
100287226,ZNF729
414760,HCG14
353514,LILRA5
26692,OR2W1
442184,OR2B3
442185,OR2J1
442186,OR2J3
26707,OR2J2
101929006,BX908738.1
101929006,BX908738.2
5799,PTPRN2
442191,OR14J1
81696,OR5V1
81797,OR12D3
26529,OR12D2
26530,OR12D1
26531,OR11A1
23547,LILRA4
442194,OR10C1
6343,SCT
1815,DRD4
26716,OR2H1
10522,DEAF1
116511,MAS1L
727910,TLCD2
3903,LAIR1
105375009,LINC02829
100507362,LINC01015
100132285,CU464060.1
84981,MIR22HG
408029,CDRT15P3
2550,GABBR1
28983,TMPRSS11E
79168,LILRA6
101929006,CR936918.1
101929006,CR936918.2
10950,BTG3
7366,UGT2B15
124997,WDR81
110806272,BTG3-AS1
7365,UGT2B10
79799,UGT2A3
101929773,UGT2B27P
257202,GPX6
2880,GPX5
5345,SERPINF2
114821,ZBED9
100507642,AC093627.16
387055,LINC00533
101927931,LINC01480
105375115,AC093627.14
90273,CEACAM21
56975,FAM20C
440563,HNRNPCL2
441873,PRAMEF25
645359,PRAMEF25
5176,SERPINF1
101060301,HNRNPCL4
388021,TMEM179
343070,PRAMEF9
1089,CEACAM4
400258,C14orf180
391003,PRAMEF18
653606,PRAMEF18
199713,NLRP7
343068,PRAMEF5
1087,CEACAM7
391002,PRAMEF8
645382,PRAMEF33
55655,NLRP2
3802,KIR2DS1
101928971,LINC01262
51206,GP6
101929006,BX248084.2
101929006,AL662857.2
101929006,BX005432.1
101929006,AL662857.1
91419,ATP23
112724,RDH13
201266,SLC39A11
150248,C22orf15
4948,OCA2
105369785,LINC02403
400916,CHCHD10
3784,KCNQ1
4320,MMP11
4340,MOG
338653,KCNQ1-AS1
256691,MAMDC2
10537,UBD
55539,KCNQ1DN
55750,AGK
1028,CDKN1C
57189,DENND11
50945,TBX22
5002,SLC22A18
6598,SMARCB1
100507642,AC093614.1
285962,WEE2-AS1
105375115,AC093627.8
645202,AC243660.6
50837,TAS2R7
50836,TAS2R8
50835,TAS2R9
5554,PRR4
11272,PRR4
692092,SNORD32B
3806,CU633846.1
11025,LILRB3
102725035,LILRB3
107987425,LILRB3
107987462,LILRB3
7932,OR2H2
101929006,CR933842.1
494551,WEE2
10990,LILRB5
6742,SSBP1
7262,PHLDA2
50839,TAS2R10
4676,"NAP1L4"
91319,DERL3
50838,TAS2R13
5555,PRH2
201176,ARHGAP27
9020,MAP3K14
100132202,AC243913.8
440248,HERC2P9
50840,TAS2R14
106707243,TAS2R14
259296,TAS2R50
731779,LINC01300
259295,TAS2R20
2821,GPI
653720,GOLGA8M
259294,TAS2R19
2843,GPR20
259290,TAS2R31
259292,TAS2R46
259289,TAS2R43
259291,TAS2R43
100289656,AC243657.3
11156,PTP4A3
259291,TAS2R45
259293,TAS2R30
100129361,SMIM10L1
321,APBA2
66035,SLC2A11
389690,MROH5
10288,LILRB2
113878,DTX2
320,APBA1
346171,ZFP57
101929006,CR753509.2
101929006,CR753509.1
3134,HLA-F
105375355,UPK3B
23359,FAM189A1
9842,PLEKHM1
285955,SPDYE16
102723555,SPDYE16
56160,NSMCE3
2629,GBA
7082,TJP1
100133091,AC004980.5
22932,POMZP3
9639,ARHGEF10
83787,ARMC10
474170,LRRC37A2
285830,HLA-F-AS1
352962,HLA-V
147081,LINC02210
653486,SCGB1C2
79948,PLPPR3
566,AZU1
677833,SNORA54
8447,DOC2B
1394,LINC02210-CRHR1
104909134,LINC02210-CRHR1
222236,"NAPEPLD"
833,CARS1
3135,HLA-G
1394,CRHR1
104909134,CRHR1
5657,PRTN3
9501,RPH3AL
92259,MRPS36
197135,PATL2
567,B2M
1022,CDK7
1991,ELANE
51326,ARL17B
100506084,ARL17B
100996709,ARL17B
1675,CFD
10712,FAM189B
349152,DPY19L2P2
653073,GOLGA8J
121601,ANO4
10025,MED16
89832,CHRFAM7A
160728,SLC5A8
140691,TRIM69
9884,LRRC37A
89839,ARHGAP11B
3105,HLA-A
22909,FAN1
102724631,POTEB3
54893,MTMR10
104266957,KBTBD11-OT1
4308,TRPM1
284058,KANSL1
101928058,AC019257.3
9920,KBTBD11
9172,MYOM2
653381,SORD2P
10067,SCAMP3
120065,OR5P2
120066,OR5P3
440225,NF1P9
283299,AC044810.5
727924,LINC02203
390093,OR10A6
202243,CCDC125
26496,OR10A3
4282,MIF
338322,NLRP10
27164,SALL3
653689,GSTT2B
374868,ATP9B
1196,CLK2
100037417,DDTL
644246,KANSL1-AS1
107984142,KANSL1-AS1
1652,DDT
100037417,DDT
4137,MAPT
140883,ZNF280B
102157402,AK6
129025,ZNF280A
23532,PRAME
127124,ATP6V1G3
2953,GSTT2
6880,TAF9
5788,PTPRC
57657,HCN3
25774,GSTT4
101927815,AC104021.1
101927815,AC246817.4
5884,RAD17
2952,GSTT1
162540,SPPL2C
10859,LILRB1
5313,PKLR
6362,CCL18
11006,LILRB4
6348,CCL3
648691,LL22NC03-63E9.3
51621,KLF13
622,BDH1
100852407,CARS1-AS1
1139,CHRNA7
6351,CCL4
23523,CABIN1
414059,TBC1D3B
10255,HCG9
9824,ARHGAP11A
80862,ZNRD1ASP
107987373,AC004556.3
6349,CCL3L1
414062,CCL3L1
9560,CCL4L2
57348,TTYH1
6447,SCG5
109864274,RNA5-8SN4
414060,TBC1D3B
26585,GREM1
30834,POLR1H
246744,STH
100130148,MAPT-IT1
23144,ZC3H3
79792,GSDMD
90987,ZNF251
100288778,WASH8P
51802,ASIC5
677784,FAM138D
6999,TDO2
440073,IQSEC3
100505753,KRTAP16-1
83902,KRTAP17-1
6992,PPP1R11
3883,KRT33A
388372,CCL4L2
3884,KRT33B
1519,CTSO
574538,AC026369.7
3885,KRT34
100653049,KRT34
64090,GAL3ST2
102723927,LINC01238
80352,RNF39
129807,NEU4
105373979,LINC01880
3881,KRT31
11074,TRIM31
114823,LENG8
102724862,TBC1D3I
100505782,AC003958.5
8688,KRT37
8972,MGAM
642475,MROH6
94059,LENG9
104533120,TRIM31-AS1
148170,CDC42EP5
135644,TRIM40
3904,LAIR2
10107,TRIM10
93432,MGAM2
93100,"NAPRT"
5133,PDCD1
11027,LILRA2
89870,TRIM15
79290,OR13A1
374819,LRRC37A3
240,ALOX5
285093,RTP5
101927289,LINC01237
51716,CES1P1
107987423,CES1P1
136541,PRSS58
1066,CES1
285095,FAM240C
7726,TRIM26
28227,PPP2R3B
107984156,AC139677.1
207147,TRY2P
153562,MARVELD2
1936,EEF1D
4905,NSF
101927503,LINC02688
4583,MUC2
79820,CATSPERB
54143,LINC00308
11024,LILRA1
101928924,AC142525.2
100506658,OCLN
102724323,AL731567.2
220972,MARCHF8
414778,HCG17
3139,HLA-L
414777,HCG18
221223,CES5A
100463482,MTRNR2L6
123036,TC2N
7473,WNT3
5644,PRSS1
101929777,WNT3
80831,APOL5
101927531,AC007368.3
23543,RBFOX2
56658,TRIM39
7484,WNT9B
5645,PRSS2
6011,GRK1
5073,PARN
2051,EPHB6
100130386,LINC00552
348013,TMEM255B
387357,THEMIS
101928752,LINC01043
104266956,LINC01044
122258,SPACA7
5796,PTPRK
79897,RPP21
202658,RPP21
10426,TUBGCP3
3133,HLA-E
731275,LINC01347
9859,CEP170
645455,CEP170
2794,GNL1
55503,TRPV6
8754,ADAM9
203102,ADAM32
5816,PVALB
51283,BFAR
107985578,NCF4-AS1
4689,NCF4
80742,PRR3
56302,TRPV5
8399,PLA2G10
4061,LY6E
642778,NPIPA3
23,ABCF1
135927,LLCFC1
102723407,AC233755.1
3792,KEL
100505915,AC243651.1
54700,RRN3
10806,SDCCAG8
132001,TAMM41
105379627,AC242019.1
8449,DHX16
286122,C8orf31
135924,OR9A2
346517,OR6V1
102723655,AC133551.1
102723713,AC136612.1
101928108,LY6L
4062,LY6H
170954,PPP1R18
107987457,PPP1R18
10000,AKT3
11270,NRM
5514,PPP1R10
8749,ADAM18
123803,NTAN1
286753,TRARG1
7531,YWHAE
9834,FAM30A
6550,SLC9A3
55722,CEP72
8755,ADAM6
3800,KIF5C
728411,GUSBP1
28973,MRPS18B
9656,MDC1
2055,CLN8
730394,GTF2H2C_2
23042,PDXDC1
84948,TIGD5
79969,ATAT1
65263,PYCR3
286177,AC025674.3
6991,DYNLT2
26138,LINC00588
55780,ERMARD
79148,MMP28
106478956,MDC1-AS1
203068,TUBB
2515,ADAM2
7264,GFUS
5554,PRH1
1002,CDH4
10211,FLOT1
8148,TAF15
780,DDR1
6874,TAF4
394263,MUC21
285834,HCG22
353164,TAS2R42
4277,MICB
5544,PRB3
9831,ZNF623
286075,ZNF707
101928160,ZNF707
5545,PRB4
54886,PLPPR1
107987420,AC138832.3
107987434,AC138832.3
401250,MCCD1
7919,DDX39B
570,BAAT
401288,LINC00242
80069,LINC00574
104355426,LENG8-AS1
256957,HEATR9
84662,GLIS2
2483,FRG1
101926896,GLIS2-AS1
221545,C6orf136
51025,PAM16
81037,CLPTM1L
448831,FRG2
100529144,CORO7-PAM16
100130274,CCDC166
225689,MAPK15
692233,SNORD117
7124,TNF
4050,LTB
79585,CORO7
286077,FAM83H
6352,CCL5
642574,IQANK1
7940,LST1
100506791,LINC01511
23513,SCRIB
6531,SLC6A3
9284,NPIPA1
642799,NPIPA1
201299,RDM1
79888,LPCAT1
23420,NOMO1
259197,NCR3
4439,MSH5
57151,LYZL6
6360,CCL16
105375014,LINC02570
22827,PUF60
6358,CCL14
6359,CCL15
8870,IER3
6368,CCL23
105375013,HCG20
730013,ABCC6P2
401247,CR847861.1
401251,SAPCD1
100288332,NPIPA5
255027,MPV17L
80737,VWA7
114990,VASN
255027,AC243733.1
9093,DNAJA3
89927,BMERB1
2968,GTF2H4
7407,VARS1
401247,BX571801.1
9665,MARF1
6941,TCF19
5460,POU5F1
57819,LSM2
57407,NMRAL1
57176,VARS2
3305,HSPA1L
3303,HSPA1A
3304,HSPA1B
50854,SNHG32
54820,NDE1
3163,HMOX2
4629,MYH11
26801,SNORD48
26797,SNORD52
4758,NEU1
101060321,TBC1D3G
80736,SLC44A4
729877,TBC1D3H
389376,SFTA2
84218,TBC1D3F
135656,MUCL3
100510707,TBC1D3J
9326,ZNHIT3
29113,C6orf15
170679,PSORS1C1
10919,EHMT2
1041,CDSN
170680,PSORS1C2
54535,CCHCR1
29965,CDIP1
80179,MYO19
253018,HCG27
3107,HLA-C
100132596,XGY2
6736,SRY
284098,PIGW
6192,RPS4Y1
79893,GGNBP2
7148,TNXB
80863,PRRT1
100507547,PRRT1
401247,AL662848.1
7544,ZFY
9374,PPT2
3106,HLA-B
79154,DHRS11
107987337,ZFY-AS1
100873962,LINC00278
90655,TGIF2LY
83259,PCDH11Y
123811,CEP20
79922,MRM1
102723471,LHX1-DT
100101121,TTTY23B
64591,TSPY2
3975,LHX1
4363,ABCC1
26574,AATF
100132932,FAM197Y9
100873964,LINC00280
100101116,TTTY1B
100101115,TTTY21B
246122,TTTY7
100101118,TTTY8B
266,AMELY
31,ACACA
80864,EGFL8
90665,TBL1Y
401247,AL773551.1
10554,AGPAT1
401247,CR388215.1
368,ABCC6
5616,PRKY
83867,TTTY12
252952,TTTY19
83866,TTTY11
252951,TTTY20
728395,TSPY4
6048,RNF5
105379268,FAM197Y8
728403,TSPY8
408050,NOMO3
177,AGER
105379269,FAM197Y7
105379270,FAM197Y6
728137,TSPY3
100507436,MICA
100289150,FAM197Y5
7258,TSPY1
100289188,FAM197Y4
101929111,LINC01149
10866,HCP5
107987341,FAM197Y3
100289087,TSPY10
102723502,AC136352.2
102723532,AC171558.1
84673,TTTY8
100101120,TTTY7B
252953,TTTY21
50858,TTTY1
252954,TTTY22
252955,TTTY23
400743,LINC02783
29943,PADI1
8287,USP9Y
64595,USP9Y
51702,PADI3
100616188,MIR3972
23569,PADI4
101059938,AC244489.2
353238,PADI6
692199,SNORD84
106478957,DDX39B-AS1
534,ATP6V1G2
8653,DDX3Y
4795,NFKBIL1
55920,RCC2
4049,LTA
5089,PBX2
7404,UTY
63940,GPSM3
284099,C17orf78
4855,NOTCH4
6195,RPS6KA1
6871,TADA2A
10665,TSBP1
414764,TSBP1-AS1
56244,BTNL2
3125,HLA-DRB3
102725019,CR936921.1
11072,DUSP14
3117,HLA-DQA2
3118,HLA-DQA2
3120,HLA-DQB2
199,AIF1
11276,SYNRG
3112,HLA-DOB
100302190,MIR1976
6891,TAP2
7916,PRRC2A
23522,KAT6B
5696,PSMB8
100132074,FOXO6
101929901,FOXO6-AS1
100507463,PSMB8-AS1
5698,PSMB9
6890,TAP1
677820,SNORA38
7917,BAG6
6566,SLC16A1
3109,HLA-DMB
100996251,LRIG2-DT
3108,HLA-DMA
3113,HLA-DPA1
3115,HLA-DPB1
11056,DDX52
56256,SERTAD4
55733,HHAT
3116,HLA-DPB2
6928,HNF1B
284100,YWHAEP7
101060351,TBC1D3K
102723859,TBC1D3K
729873,TBC1D3L
101060376,TBC1D3L
84311,MRPL45
440435,GPR179
30837,SOCS7
57636,ARHGAP23
55937,APOM
57827,C6orf47
7918,GPANK1
353274,ZNF445
80725,SRCIN1
285346,ZNF852
55888,ZKSCAN7
1460,CSNK2B
100170841,EPOP
4302,MLLT6
284106,CISD3
7703,PCGF2
112840933,ZKSCAN7-AS1
338599,DUSP29
285349,ZNF660
102723996,FP565260.3
10168,ZNF197
110354863,ZNF197
58496,LY6G5B
80741,LY6G5C
102724023,GATD3B
5691,PSMB3
100874094,ZNF197-AS1
7584,ZNF35
7920,ABHD16A
8396,PIP4K2B
605,BCL7A
91392,ZNF502
54883,CWC25
102724159,FP565260.1
100506691,AC156455.2
22877,MLXIP
115560,ZNF501
388381,C17orf98
57456,KIAA1143
56992,KIF15
105379487,LINC01670
102724219,CU633967.1
259215,LY6G6F
102724334,CU639417.1
102724354,LINC01669
110599563,LY6G6F-LY6G6D
26080,FAM230C
102724398,CU639417.5
102724428,SIK1B
58530,LY6G6D
110599563,LY6G6D
80739,MPIG6B
283299,AC044810.7
102724701,CU633906.1
102724560,CBSL
100885778,"NALCN-AS1"
80740,LY6G6C
23564,DDAH2
693149,MIR564
131616,TMEM42
7047,TGM4
1192,CLIC1
342900,LEUTX
102724594,U2AF1L5
9149,DYRK1B
283150,FOXR1
23429,RYBP
338657,CENATAC
102724652,CRYAA2
102465974,MIR6719
2091,FBL
6230,RPS25
102466252,MIR8069-1
51399,TRAPPC4
102724843,CU634019.1
8857,FCGBP
5704,PSMC4
102724951,CU633904.1
348021,LINC00442
102723360,FP236241.1
2542,SLC37A4
102723553,SMIM11B
7278,TUBA3C
10525,HYOU1
339327,ZNF546
100101938,ANKRD26P3
102723451,FAM243B
100287114,LINC00421
93492,TPTE2
102723475,KCNE1B
163131,ZNF780B
102465433,MIR6724-1
100500862,MIR3648-1
109864281,RNA5-8SN2
103504727,MIR6724-2
284323,ZNF780A
103504739,MIR6724-3
109910381,RNA5-8SN3
103504733,MIR6724-4
106632260,RNA5-8SN1
100874136,LINC00350
54737,MPHOSPH8
101930100,LINC01666
103504731,MIR3648-2
55269,PSPC1
29989,OBP2B
100132288,TEKT4P2
100233156,TEKT4P2
9205,ZMYM5
441058,LINC01667
7750,ZMYM2
28,ABO
6838,SURF6
7179,TPTE
6837,MED22
440560,PRAMEF11
343069,HNRNPCL1
65122,PRAMEF2
717,C2
400735,PRAMEF4
6130,RPL7A
343071,PRAMEF10
441871,PRAMEF7
104355137,LINC01072
440561,PRAMEF6
2700,GJA3
2706,GJB2
55823,VPS11
10804,GJB6
101929983,PRAMEF27
649330,HNRNPCL3
26820,SNORD24
645359,PRAMEF26
26815,SNORD36A
26813,SNORD36C
6834,SURF1
51084,CRYL1
400736,PRAMEF13
100423018,MIR3156-3
102724188,LINC01674
100616304,MIR4499
317754,POTED
8100,IFT88
6835,SURF2
102060414,C4B-AS1
629,CFB
100423008,MIR3118-1
6836,SURF4
103504736,MIR8069-2
53342,IL17D
54055,CYP4F29P
391267,ANKRD20A11P
221143,EEF1AKMT1
64328,XPO4
101930748,HNRNPA1P30
100507747,C13orf46
26524,LATS2
22821,RASA3
149998,LIPI
10284,SAP18
7936,NELFE
221150,SKA3
169436,STKLD1
9223,MAGI1
78988,MRPL57
57109,REXO4
105370105,ESRRAP2
54033,RBM11
253832,ZDHHC20
150000,ABCC13
221154,MICU2
11093,ADAMTS13
6499,SKIV2L
2254,FGF9
6782,HSPA13
100874182,LINC00424
64092,SAMSN1
388813,SAMSN1
100506622,LINC00540
6445,SGCG
26278,SACS
100874190,SAMSN1-AS1
1797,DXO
100506680,SACS-AS1
100506697,LINC00327
55504,TNFRSF19
8204,NRIP1
8859,STK19
105369292,AF130248.1
4285,MIPEP
101927745,AJ009632.2
105369302,AJ009632.2
542767,PCOTH
29761,USP25
387911,C1QTNF9B
100293534,C4B_2
221178,SPATA13
115286,SLC25A26
11094,CACFD1
11182,SLC2A6
721,C4B
100313842,MIR2276
100874231,SPATA13-AS1
338872,C1QTNF9
100861547,LINC00566
143,PARP4
105370295,AL359538.3
479,ATP12A
221527,ZBTB12
56163,RNF17
1589,CYP21A2
441009,CPEB2-DT
55835,CENPJ
79370,BCL2L14
5042,PABPC3
219287,AMER2
102723318,LINC01053
101928922,LINC00463
10236,HNRNPR
9107,MTMR6
81061,OR11H1
9818,NUP58
103504734,MIR1244-4
4040,LRP6
23784,POTEH
109617014,SNORD74B
407055,MIR99A
406885,MIRLET7C
406912,MIR125B2
503637,DUXAP8
1525,CXADR
5789,PTPRD
51761,ATP8A2
440888,ACTR3BP6
150160,CCT8L2
387590,TPTEP1
80818,ZNF436
54682,MANSC1
6920,TCEA3
387914,SHISA2
150165,XKR3
503693,LOH12CR2
6049,RNF6
118426,BORCS5
27437,HSFY1P1
80824,DUSP16
128954,GAB4
246312,C21orf91-OT1
54149,C21orf91
55616,ASAP3
1024,CDK8
720,C4A
110384692,C4A
140578,CHODL
27439,TMEM121B
23765,IL17RA
5651,TMPRSS15
10810,WASF3
100996342,LINC01664
27440,HDHD5
1870,E2F2
2835,GPR12
3399,ID3
100422920,MIR548X
100130717,HDHD5-AS1
219333,USP12
51816,ADA2
105372746,LINC01683
6144,RPL21
387486,LINC00320
26771,SNORD102
619499,SNORA27
387496,RASL11A
3122,HLA-DRA
2971,GTF3A
3126,HLA-DRB4
1447,CSN2
27442,CECR3
27443,CECR2
219402,MTIF3
6779,STATH
222484,LNX2
3123,HLA-DRB1
3117,HLA-DQA1
51082,POLR1D
4685,NCAM2
3347,HTN3
83733,SLC25A18
219409,GSX1
3119,HLA-DQB1
3651,PDX1
378828,LINC00317
101927821,LINC01425
100132234,LINC00543
101927843,LINC01687
1045,CDX2
646625,URAD
3346,HTN1
2322,FLT3
529,ATP6V1E1
102466967,MIR6130
266917,D21S2088E
1388,ATF6B
286828,CSN1S2AP
106480429,HLA-DQB1-AS1
105372749,AP000961.1
102725019,BX927168.1
401137,PRR27
101927869,LINC01689
105372751,LINC01684
255967,PAN3
89837,ULK4P3
339622,LINC01692
653075,GOLGA8T
653125,GOLGA8T
23786,BCL2L13
63943,FKBPL
2321,FLT1
54072,LINC00158
89838,ULK4P2
100288380,ULK4P2
727909,GOLGA8Q
728047,GOLGA8Q
84896,ATAD1
114614,MIR155HG
406947,MIR155
54148,MRPL39
643699,GOLGA8N
142913,CFL1P1
100144748,KLLN
5728,PTEN
10942,PRSS21
637,BID
58494,JAM2
245938,DEFB125
81623,DEFB126
140850,DEFB127
245939,DEFB128
140881,DEFB129
400830,DEFB132
124220,ZG16B
140680,C20orf96
105370757,SCG5-AS1
100131315,AC090877.4
522,ATP5PF
85364,ZCCHC3
100507459,NRSN2-AS1
6666,SOX12
80023,NRSN2
100423025,MIR3198-1
200298,LINC00528
51371,POMP
124221,PRSS30P
57553,MICAL3
57761,TRIB3
64063,PRSS22
283537,SLC46A3
10616,RBCK1
23281,MTUS2
2551,GABPA
6046,BRD2
6541,SLC7A1
6905,TBCE
5412,UBL3
351,APP
100874059,LINC00297
100861573,LINC00572
100874146,LINC00365
84056,KATNAL1
148789,B3GALNT2
128637,TBC1D20
100188949,LINC00426
2786,GNG4
3111,HLA-DOA
171222,UBE2L5
3146,HMGB1
54768,HYDIN
1457,CSNK2A1
10208,USPL1
11184,MAP4K1
693233,MIR648
100192420,LINC01634
241,ALOX5AP
55670,PEX26
100874158,LINC00398
440132,LINC00545
100507064,TEX26-AS1
84935,MEDAG
122046,TEX26
1302,COL11A2
51807,TUBA8
102725019,BX248406.1
10808,HSPH1
11274,USP18
729461,FAM230J
105372397,AC008649.4
27335,EIF3K
25998,IBTK
653203,FAM230A
100996571,CYYR1-AS1
728226,GGTLC3
116159,CYYR1
728229,TMEM191B
728233,PI4KAP1
9510,ADAMTS1
6257,RXRB
102723786,AC009136.1
794,CALB2
85376,RIMBP3
642643,FAM230E
102725072,AC008132.1
7922,SLC39A7
8214,DGCR6
145173,B3GLCT
11096,ADAMTS5
81,ACTN4
100616243,MIR4759
122042,RXFP2
7923,HSD17B8
5625,PRODH
54088,LINC00113
246705,LINC00314
284825,LINC01697
101927973,LINC01695
6015,RING1
118421,LINC00161
29104,N6AMT1
414765,HCG25
6293,VPS52
10129,FRY
26046,LTN1
3963,LGALS7B
653499,LGALS7B
3963,LGALS7
653499,LGALS7
3960,LGALS4
26220,DGCR5
9993,DGCR2
10069,RWDD2B
1891,ECH1
7162,TPBG
10600,USP16
646799,ZAR1L
675,BRCA2
25786,DGCR11
3191,HNRNPL
8220,ESS2
90634,N4BP2L1
23617,TSSK2
2928,GSC2
6576,SLC25A1
10694,CCT8
102725019,CR759848.1
10443,N4BP2L2
126432,RINL
102725019,CR753846.1
8218,CLTCL1
22933,SIRT2
100288687,DUX4
6939,TCF15
140809,SRXN1
85508,SCRT2
113278,SLC52A3
56911,MAP3K7CL
116828,N4BP2L2-IT2
23047,PDS5B
83541,FAM110A
